JobTitle,CompanyName,CompanyLocation,CompanyRating,Salary,Date,Extract_Date,Content_url,Content_text
newAssociate Systems Engineer for Airport Safety ﻿,Saab Inc.,"East Syracuse, NY 13057+1 location",4.0,None,Posted3 days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=758d0f7bb1584e0b&fccid=fd0b91c6ea94ae02&vjs=3,"Job Description:
Providing airport surface safety and efficiency systems and tools, we are dedicated to creating aviation systems and services that enable safe, predictable and efficient operations. We deliver innovative solutions to Air Navigation Service Providers (ANSPs), airports and airlines at over 100 locations in more than 45 countries. As a global leading partner and provider of proven ATM solutions, we transform operations, turning innovative ideas into reality and supporting stakeholders from solution conception through long-term support.
We are currently seeking a motivated, enthusiastic entry-level Systems Engineer interested in all aspects of planning, deploying and managing CDM & Efficiency Production and Shadow installations and configurations. Frequent interaction with Saab program management as well as with Aerobahn customers will be required. You will have the opportunity to directly interact with the end user customers and see how they use our tools to manage the airport surface at airports across the country and around the world. The ability to communicate clearly both in writing and verbally is of key importance. Further he or she will work with the systems engineering team for new contract captures and program execution. This will include contributions to system requirements definition, capturing customer requirements, and architecture definition.
Responsibilities and learning opportunities:
Act as the direct technical contact for our customers for any second-level support issues
Act as a Customer Advocate, bringing customer issues to the full development team
System requirements definition
Airport surface map generation and updates
On-Site customer training and site specific system customization
Contribution to system/software integration of all software releases
Aerobahn site-specific analysis, custom report generation and requirements definition
System design, integration, and deployment
Troubleshoot and resolution of system faults and Customer Problem Reports (CPRs)
Configuration Management of site specific software and system configuration
Deployment of new software releases
Customer after hours support coverage (on-call via cell phone at least part time)
Skills and Experience:
Bachelors degree in an engineering, computer science, or technical field
0+ years of relevant experience
Candidate Must be:
Detail Oriented
Responsible
Self-motivated
Energetic
Candidate Must possess:
Clear and concise written and verbal communication skills
Effective time management skills
Working knowledge and/or familiarity of database structures (SQL)
Working knowledge of networking theory and operation, including local and wide-area networking
Experience with integration and/or system test
Desired Experience with:
Source Control (Subversion)
Issue Management (JIRA)
Familiarity with a high-level programming language (Java, C#, C++, etc.)
Familiarity with containerization technologies such as Kubernetes.
Linux System Administration
Virtualized Environments (VMWare, AWS)
Travel Requirements: Domestic and some international travel is required
Citizenship Requirements:
Must be a U.S. citizen, Permanent Resident (green card holder), or protected individual as defined by 8 U.S.C. 1324b(a)(3).
Pre-employment Screening Requirements:
As a condition of employment, candidates will be required to meet the following criteria: (i) pass a drug screen, (ii) complete a background check that will include, at a minimum, a criminal record check, and education and employment verification, and (iii) be fully vaccinated against the COVID-19 virus (unless granted an accommodation permitted by law and then in compliance with Saab’s requirements related to the accommodation, if any).
Benefits:
Saab provides an excellent working environment offering professional growth opportunities, competitive wages, work-life balance, business-casual atmosphere and comprehensive benefits:
Medical, vision and dental insurance for employees and dependents
Paid time off including: minimum of 3 weeks vacation, 5 floating holidays, 8 designated holidays, 3 weeks personal illness, bereavement, jury duty and disability
401(k) with immediate vesting on employer match
Tuition assistance
Employee assistance programs
Employee stock purchase program with employer match
About Us:
Saab is a global defense and security company operating in the fields of air, land and naval defense, civil security and commercial aeronautics. We number approximately 17,000 employees and have operations on all continents. Technologically we are leaders in many areas, and one-fifth of our earnings are spent on research and development.
Saab is a company where we see diversity as an asset and offer unlimited opportunities for advancing in your career. We are also a company that respects each person’s needs and encourage employees to lead a balanced, rewarding life beyond work. Saab values diversity and is an Equal Opportunity/ Affirmative Action employer. All qualified individuals are encouraged to apply and will be considered for employment without regard to race, color, religion, national origin, sex (including pregnancy), sexual orientation, gender identity, age, veteran, disability status, or any other federal, state, or locally protected category."
newSoftware Engineer - Customer Solutions,IDI Billing Solutions,"Victor, NY 14564",None,None,Posted2 days ago,2021-12-04,https://www.indeed.com/company/IDI-Billing-Solutions/jobs/Software-Engineer-e23b403233166139?fccid=d974e0d025041897&vjs=3,"What We DoIDI Billing Solutions is a premier provider of comprehensive, cloud-based Billing, Automation and Workflow solutions for Communications Service Providers.We provide a wide array of software solutions that range from distributed processing of billions of call detail records per month to taking payments through our customer facing website. Our breadth of solutions provides opportunities to experience a variety of technologies and development environments and provides a platform where IDI’s customers can build out and grow their businesses. IDI maintains its own datacenter as well as leverages services from Microsoft Azure.Who We're Looking ForIDI strives to develop secure, modern and robust software solutions. We partner with our Customers to provide industry leading software development services for their unique business opportunities.We are looking for a candidate who is a team player and enjoys a rewarding, fast-paced collaborative environment and is eager to learn. As part of an Agile development team, they will be responsible for developing, testing, and deploying software solutions for our customers’ business requirements. As part of their job, they will work together with other development teams as well as customer centric areas of the organization including Account Management and Implementation.The ideal candidate will have: Hands on development experience using C# is preferred.Good understanding of data structures and algorithms, and how to apply them to design pragmatic solutions.Experience with database design and development of relational and no-sql database systems is preferred.Experience with Microsoft platforms and development tools including .NET is preferred.An understanding of RESTful / HTTP APIs.A passion to learn and embrace new challenges.Working experience or knowledge of Agile/scrum methodologies.The ability to work collaboratively with our existing agile team members.Satisfaction by helping other developers learn new ways to improve.Bachelor’s degree in Computer Science, Software Engineering, or related fieldOur Primary Technology StackAngular JS, AngularASP.NET, C#Microsoft SQL Server, Azure Cosmos DBIISAzure Cloud ServicesJob ResponsibilitiesDesign, Develop and Deploy solutions with a focus on quality and testability.Collaborate with Customers to design unique solutions to solve complex business problemsProvide Solution Consultation with 3rd party developers who are looking to integrate with our APIs.Collaborate closely with other team members and become a valued member of a development team.Contribute to the project planning efforts around these tasks including estimation and maintenance of project tasks.Engaged participant in collaborative design discussions as part of translating requirements into working functionality.Provide timely status on project work and keep tasks up to date with regards to completed and hours remaining.Support and maintain existing software solutions created by an agile team including possible on-call rotation.Provide input and feedback on development articles intended for both internal and external consumers.Assist the team with troubleshooting efforts.Stay abreast of industry tools, technologies, and best practices.Job Type: Full-timeBenefits:401(k)Dental insuranceEmployee assistance programFlexible spending accountHealth insuranceHealth savings accountLife insurancePaid time offReferral programRetirement planVision insuranceSchedule:Monday to FridayWork Location: One location"
Information Technology Manager,Callen-Lorde,"New York, NY 10011 (Chelsea area)",None,None,Posted30+ days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=d713ebb557693a9b&fccid=f4d6b7efcf962ac8&vjs=3,"The Information Technology Manager (ITM) will provide vision, direction and supervision to the center’s IT department, managed service provider (MSP)s and foster Callen-Lorde’s technological development under the direction of the Managing Director of Health and Information Technology and Chief Information Officer. The ITM will stay closely attuned to external developments in funding opportunities, technologies, and best/innovative practices. Responsibilities will include evaluating existing technology, reviewing, selecting and implementing technology in support of strategic initiatives, ensuring that current and future systems are in compliance with all external standards and regulations. The ITM will identify and implement strategic/financial objectives as well as coordinate and monitor improvement projects.
Qualifications
Education, Experience
Bachelor’s Degree required (Computer science or business, or equivalent certifications or technical expertise)
3+ years management experience with computer information systems and operations including security, networking, server, software application management and support within a healthcare setting.
Demonstrated leadership in IT and knowledge of leading technology and services approaches to both internal and external delivery in a health care setting.
Superior project and program management skills.
Proven experience in developing and leading technology innovation.
Experience and solid grasp of general healthcare IT, systems integration, interfaces, infrastructure and best practices.
Knowledge of HIPAA regulations and health information-applicable state regulations.
Experience in strategic technology planning, execution, and policy development.
Demonstrated leadership and administrative/organizational skills.
Desired Characteristics, Skills
Excellent interpersonal, written, and oral communication skills.
Customer service oriented and intensely goal focused.
Excellent project management skills and strong ability to prioritize.
Ability to work with diverse populations.
Bilingual (Spanish/English) preferred.
Commitment to Diversity, Equity and Inclusion.
Commitment to the mission of Callen-Lorde."
Full Stack Software Engineer,Aaron's,"New York, NY•Remote",3.2,None,Posted30+ days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=8394b816bfb7841d&fccid=9b16649713f63006&vjs=3,"Foundry 55 is a technology lab focused on the intersection of fintech, ecommerce and retail. The lab is committed to developing cutting edge digital services, business models and product offerings to guide the future strategy of Aaron’s. Foundry 55 is the innovation division of the Aaron’s, Inc. omni-channel lease-to-own corporation.
Foundry 55 is driven to develop “horizon” capabilities and technologies that enable long term growth. Initial experiments developed by the lab include an exploration of new applications of lease-to-own technologies and algorithms, and a novel mobile commerce experience. Foundry 55 will further its pace and breadth of innovation through partnerships with promising startups and forward-leaning companies in the tech, marketplace and digital spheres.

Foundry 55 is headquartered in New York City’s Flatiron District - a neighborhood known for its racing energy, bustling tech startup scene, contemporary fashion houses, acclaimed restaurants, and historic architecture. Although based in NYC, all roles will continue to be remote through 2021. The company is actively recruiting talent with expertise in all facets of technology from application development and creative digital design, to engineering, coding, product management, usability testing, customer experience and growth marketing.
This position can be worked 100% remotely with a preference for candidates in Los Angeles or New York City.

The Full-Stack Software Engineer will be responsible for shipping elegant and performance-oriented engineering solutions.
The ideal candidate has proven skills in software engineering, full-stack development, and backend design. You collaborate well with fellow engineers and product managers to implement simple and scalable solutions to challenging and technical problems. You're a skilled communicator who applies an empathetic, user-centered approach to problem-solving. You have an appreciation of algorithm complexity to ensure efficient implementation of designs.

Duties and Responsibilities:
Collaborate with cross-functional teams to implement full-stack solutions for new and existing Foundry 55 products.
Apply your experience shipping large-scale applications to ensure solutions at Foundry 55 will scale with the company.
Employ data and analytics to measure the impact of your solutions.
Develop design documentation to effectively communicate first class solutions to user problems.
Embrace candid feedback, prototyping, and early failure as design accelerators.
Education and Experience:
BS in Computer Science, Computer Engineering, or related work experience.
4+ years industry experience.
Required Skills and Competencies:

Deep knowledge of the Node.js, with ability to identify performance bottlenecks and increase system capacity.
Exposure to best practices of high-scale web applications, such as high volume data pipelines and well-designed APIs.
First-hand experience building elegant products with React.
First-hand experience using TypeScript.
Exposure to relational databases, such as MySQL or Postgres.
A strong command of test frameworks and test-driven development.
Knowledge of professional software engineering practices & best practices for the full software development life cycle.
Self-starter who is a quick learner of new tools and technologies.
Embrace change and ambiguity as an opportunity to lead product development with new features and user goals.
Experience working within a venture funded startup highly preferred.
Total Rewards
Team members enjoy access to career training and advancement opportunities, and are rewarded with competitive compensation and a comprehensive benefits package, which includes:
Medical, Dental, Vision
Tuition Reimbursement
Pay on Demand Options
Basic Life and AD&D
Employee Retirement Plan (401k)
Employee Assistance Program
Parental Leave Benefits
Flexible Spending Accounts
Health Savings Accounts
Short-Term Disability
Long-Term Disability
Employee Stock Purchase Plan
Paid Time Off
Financial Wellness
Physical Wellness
Discounts
Matching Gifts
Community Outreach
Employee Business Resource Groups
About Aaron’s
At Aaron’s we offer sales and lease-to-ownership of specialty items including furniture, consumer electronics, home appliances, and accessories throughout the United States and Canada. Our customers shop at Aaron’s for the same reason you should choose us for the next step in your career – our ability to positively influence people’s lives. If you are looking for a company with the passion and dedication to make a difference in the lives of customers and team members alike, join us today.

Aaron’s is committed to creating a diverse and inclusive work environment, celebrates our team members’ differences, and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, pregnancy, religion, sex, sexual orientation, gender identity, national origin, age, disability, veteran status, military duty, gender expression, genetic information, or any other protected class. Candidates who require accommodation during the recruitment process should contact hrsupport@aarons.com.

Aaron’s is an Equal Opportunity Employer"
"newSr. Manager, Software Development",Amazon.com Services LLC,"New York, NY+3 locations",3.5,None,Posted5 days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=894e0980d5cf4956&fccid=fe2d21eef233e94a&vjs=3,"
Experience in partnering with product and program management teams
Track record of delivery of highly available systems
Ability to solve complex technical problems and design robust, scalable solutions
10+ years of relevant engineering experience
5+ years’ experience leading teams that design, deliver and operate large highly reliable and scalable distributed systems
Deep understanding of engineering best practices
3+ year experience managing technical managers
A bachelor’s degree in Computer Science, Engineering, or equivalent

Amazon is one of the world’s largest employers, and that scale is challenging us to think in new ways about talent management. Global Talent Management is seeking a driven, results-oriented software development and site leader to join our team in Arlington as part of a strategic investment to build technology that will enable Amazon to adopt the most scientific approach to understanding, rewarding, enabling equitable opportunities across Amazon, and retaining Amazonians. We are looking for someone who thrives in a fast-paced environment, relishes working at scale, puts big data to work, enjoys the challenge of highly complex business contexts, and, above all else, is passionate about building and developing teams.

A day in the life:
9-10am: Interview with Sr. SDE candidate
10-11am: Weekly business review to identify, discuss, and determine next steps for issues, risks, and opportunities
11-noon: Architecture design review for a new service led by an SDE on your team
noon-1pm: Lunch and reply to email
1-1:30pm: Meet with a manager on your team to share feedback
1:30-2pm: Brainstorm meeting with a Sr. Product Manager on a new idea
2-4pm: Write a document to describe your organization's vision and plan 4-5pm: Collaborate with another tech leader on a shared problem
5-5:30pm: Catch up on email, call it a day!

About the hiring group

Talent Advancement is a great mix of new, greenfield design and innovating within existing technology to scale with our ever growing and changing needs. We relish the opportunity to build in-house technology to provide the best experience for Amazonians!

Job responsibilities

In this role, you will be responsible for creating and operating new systems that enable us to leverage science and automation to realize our leadership principle of Striving to be Earth’s Best Employer. You will be a partner in the design and architecture of your systems, building teams that deliver distributed systems in a scalable and adaptable manner.

To succeed you must demonstrate a high level of ownership and insist on the highest standards of quality, maintainability, performance, availability, and customer service. You will bring deep technical and management expertise, strong business acumen and judgment, the ability to define visionary products, and the desire to have an industry-wide impact. You are able to cut through the noise to understand what Amazon truly needs, delivering pragmatic results that delights employees.


4+ years of experience managing a team of at least 40 software engineers
Experience with user-centered design
Experience with building accessible and mobile optimized web applications

"
Machine Learning Engineer,Amazon.com Services LLC,"New York, NY+5 locations",3.5,None,Posted16 days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=4e9a8d850bf2a283&fccid=fe2d21eef233e94a&vjs=3,"
Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
Bachelor's degree in computer science related fields OR 1+ years equivalent experience in software development

The Sponsored Products Allocation and Pricing Team is responsible for auctions that drive a multi-billion dollar advertising program. We use data-driven approaches to make trade-offs between publisher, advertiser, and shopper concerns as a part of Sponsored Products Ads program. With a broad mandate to experiment and innovate using the power of data science, big data and machine learning, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.

As a Machine Learning Engineer on the Sponsored Products Allocation and Pricing Team, you’ll have a unique opportunity to build our next generation platform to leverage vast amounts of data and machine learning techniques to optimize auctions for Sponsored Products on Amazon. You’ll work with Product Managers, Economists and Scientists to solve complex problems at Amazon-scale bringing your engineering skills together with the powers of AWS to launch solutions that will have direct customer impact.

Amazon is investing heavily in building a world class advertising business, and we define and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long-term growth. We are a highly motivated, collaborative and fun-loving team building a high growth business. This is an opportunity to make a significant impact on the future of the Amazon vision.

RESPONSIBILITIES

Design and implement infrastructure for orchestrating end to end machine learning lifecycles
Work with a variety of technologies such as Spark, EMR, AWS Lambda and Step functions, etc.
Set up processes to monitor and continually improve efficiency and performance of KPIs
Help shape the technical direction for simulation and automation to evolve the auction mechanism
Partner with data scientists to drive machine learning modeling, and experimental design such as A/B testing.
Experience working with high-performance scalable systems
Experience in online advertising
2+ years of industry experience
MS/PhD in Computer Science or a related technical discipline

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us

#sspajobs"
Information Technology Manager,Callen-Lorde,"New York, NY 10011 (Chelsea area)",None,None,Posted30+ days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=d713ebb557693a9b&fccid=f4d6b7efcf962ac8&vjs=3,"The Information Technology Manager (ITM) will provide vision, direction and supervision to the center’s IT department, managed service provider (MSP)s and foster Callen-Lorde’s technological development under the direction of the Managing Director of Health and Information Technology and Chief Information Officer. The ITM will stay closely attuned to external developments in funding opportunities, technologies, and best/innovative practices. Responsibilities will include evaluating existing technology, reviewing, selecting and implementing technology in support of strategic initiatives, ensuring that current and future systems are in compliance with all external standards and regulations. The ITM will identify and implement strategic/financial objectives as well as coordinate and monitor improvement projects.
Qualifications
Education, Experience
Bachelor’s Degree required (Computer science or business, or equivalent certifications or technical expertise)
3+ years management experience with computer information systems and operations including security, networking, server, software application management and support within a healthcare setting.
Demonstrated leadership in IT and knowledge of leading technology and services approaches to both internal and external delivery in a health care setting.
Superior project and program management skills.
Proven experience in developing and leading technology innovation.
Experience and solid grasp of general healthcare IT, systems integration, interfaces, infrastructure and best practices.
Knowledge of HIPAA regulations and health information-applicable state regulations.
Experience in strategic technology planning, execution, and policy development.
Demonstrated leadership and administrative/organizational skills.
Desired Characteristics, Skills
Excellent interpersonal, written, and oral communication skills.
Customer service oriented and intensely goal focused.
Excellent project management skills and strong ability to prioritize.
Ability to work with diverse populations.
Bilingual (Spanish/English) preferred.
Commitment to Diversity, Equity and Inclusion.
Commitment to the mission of Callen-Lorde."
Director of Public Affairs and Social Impact,Bowery Farming,"New York, NY",3.6,None,EmployerActive 2 days ago,2021-12-04,https://www.indeed.com/company/Bowery-Farming/jobs/Director-Public-Affair-Social-Impact-0de04c79440d706e?fccid=d08334952dcd67a8&vjs=3,"Founded in 2015, Bowery Farming is on a mission to democratize access to high-quality, local, safe and sustainable produce. Bowery builds smart indoor farms near cities, growing fresher, pesticide-free Protected Produce with bold flavor in precisely controlled environments, 365 days a year. At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models and robotics to orchestrate and automate the entirety of its operations. As a result, each farm creates far less waste and uses a fraction of the water and land compared to traditional agriculture.About The Role: The Director of Public Affairs and Social Impact will shape Bowery’s strategy for broader stakeholder engagement that includes public policy, government relations, and community/nonprofit partnerships. Reporting to the Chief Commercial Officer, this hire will be responsible for building this function from the ground up and partner closely with our Legal, Finance, and Farm Build & Launch teams to create economic incentives that will benefit Bowery and ensure a holistic approach to our government outreach. This hire will also work closely with our Head of Communications to help shape our brand narratives and our People team to create opportunities for our employees to support our Social Impact agenda.What You’ll Do: Identify key stakeholders and influencers in our focus areas of produce, fresh food systems, agriculture, agtech, sustainability and nutrition who can become Bowery Farming advocates and/or minimize potential threats. Identify the appropriate stakeholder(s) to build strategic partnerships that help drive impact across our business and brand objectives.Champion Bowery Farming on key boards and committees to help amplify our leadership in the AgTech and Specialty Crop space (e.g., CEA Food Safety Coalition, United Fresh (rebranded to International Produce Association, Farm Tech Society, etc.). Identify the right organizations to support and which Bowery leaders should represent the organization.Drive our social impact at the national level and in the regions we operate, identifying community leaders, partners, and nonprofits who can help amplify our business and brand objectives.Work closely with the People Team to support employee engagement as it relates to community programs and volunteering.Be a key leader on the Sustainability/ESG Steer Coalition to help define and support Bowery’s goals, strategies and reporting.Work closely with the broader Marketing and Communications teams on the key corporate narratives and proof points related to produce, fresh food supply, agriculture, agtech/food tech, sustainability and nutrition.Manage our government affairs firm.Who You Are: A values-based leader who is passionate about driving impact and change in our local, regional food systems that sits at the intersection of our most processing issues from climate to health to food safety to equity and accessExpansive, creative thinker who can translate business objectives into narratives and programs that are compelling for a broad stakeholder group for mutual benefitEntrepreneurial spirit and agile thinker who is comfortable building a function from the ground upStrong communicator and comfortable with public speakingHighly collaborative and a team player with strong interpersonal skillsBackground in public policy and government affairs with a focus on agriculture, food tech, or sustainability is highly desirableWho We Are: Bowery is a place where everyone is welcome, included and empowered to reach their full potentialWe live our shared values every day in both big and small ways: opt-in, think wildly different, break barriers together & be kind to the coreWe are a mission-driven team of unconventional thinkers, problem-solvers, optimists and activatorsWe share a passion for giving back more to the planet than we take, growing deliciously abundant food without abundant harmWe are excited to hear from you!Based in New York City, Bowery is the largest vertical farming company in the United States, serving major e-commerce platforms and more than 850 grocery stores in the Northeast and Mid-Atlantic regions, including Albertsons Companies (Safeway and Acme), Amazon Fresh, Giant Food, Walmart, Weis, Whole Foods Market, and specialty grocers, with produce that's harvested year-round at peak freshness, delivered within days of harvest. Bowery has raised $472 million from leading investors, including Fidelity Management & Research Company LLC, Temasek, GV (formerly Google Ventures), General Catalyst, GGV Capital, First Round Capital, and individuals including Henry Kravis, Jeff Wilke, as well as some of the foremost thought leaders in food, including Tom Colicchio, José Andrés and David Barber of Blue Hill. For more information on Bowery and its products, please visit www.BoweryFarming.comPress kit: https://boweryfarming.com/press/We celebrate unique backgrounds, qualities, and cultures that enrich the workplace. Join us in creating an inclusive work environment that is free of bias and discrimination, where everyone can be their authentic self. We strongly encourage people from all walks of life and underrepresented backgrounds to apply and join the Bowery Farming team. We are an equal opportunity employer.Job Type: Full-time"
"Principal Software Engineer, Backend",Dataminr,New York State+1 location•Remote,3.6,None,Posted16 days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=c9931004819ed535&fccid=181ae1a6390e21b5&vjs=3,"-COVID-19 Hiring Update-

As the health and safety of our candidates and our employees come first, we're excited to provide virtual experiences for interviews and new hire on-boarding. Currently, reopening of offices is planned for January 2022.
Who we are:

Dataminr puts real-time AI and public data to work for our clients, generating relevant and actionable alerts for global corporations, public sector agencies, newsrooms, and NGOs. Our leading AI platform detects the earliest signals of high-impact events and emerging risks from vast amounts of publicly available information. Our real-time alerts enable tens of thousands of users at hundreds of public and private sector organizations to learn first of breaking events around the world, develop effective risk mitigation strategies, and respond with confidence as crises unfold.

Dataminr is making its mark for growth and innovation, recently earning recognition on the Deloitte Technology Fast 500, Forbes AI 50 and Forbes Cloud 100 lists. We also earned accolades for 'Most Innovative Use of AI' from the 2020 AI & Machine Learning Awards.

Join our team and help the world manage risk in real time. You'll work with 800+ talented people across eight offices, united by our passion to collaborate, make a difference, and have fun while doing it!
Who you are:

You're the person that other engineers come to for help solving the hardest problems. You have deep technical expertise and have earned the respect of your peers. You have built the back end platforms, pipelines and infrastructure to support machine learning. Demonstrated excellent problem solving skills and solid understanding of computer science fundamentals, including commonly used algorithms and data structures. Worked with distributed systems using microservices architecture. Built applications with OO languages (preferably in Java or Scala), using SQL and NoSQL data stores, and run them in containers in a cloud environment.

What success looks like in your first 6 months:
In this role, you will build the services and underlying infrastructure that allows us to deal with terabytes of unstructured data and:

contribute code to production systems from the get-go.
spend time with different parts of the company to understand how Dataminr works.
get up to speed on our tech stack and infrastructure with overview sessions and deep dives with your team.
share responsibility for several microservices and design significant features that impact multiple services.
be influential in helping plan the next iterations of our architecture as we strive to get more alerts to our clients faster and with near-perfect reliability.
Lead important cross-team initiatives and mentor junior engineers.

Why you should work here:

We recognize and reward hard work with:
company paid benefits for employees and their dependents, including medical, dental, vision, disability and life insurance
401(k) savings plan with company matching
flexible spending account for out-of-pocket medical, transit, parking and dependent care expenses
We want you to be your best, authentic self by supporting you with:
a diverse, driven, and passionate team of coworkers who want you to succeed
individual learning and development fund and professional training
generous paid time off; including sick leave and 100% company paid parental leave
remote working friendly perks such as expanded telehealth options for mental and physical well being, virtual yoga, meditation and health and fitness app reimbursements

Dataminr is an equal opportunity and affirmative action employer. Individuals seeking employment at Dataminr are considered without regards to race, sex, color, creed, religion, national origin, age, disability, genetics, marital status, pregnancy, unemployment status, sexual orientation, citizenship status or veteran status.

#LI-DNP
For US RESIDENTS ONLY (Excluding Texas and Montana):
As a federal contractor, Dataminr is subject to President Biden's Executive Order on Ensuring Adequate COVID Safety Protocols for Federal Contractors and the Safer Federal Workforce Task Force Guidance requiring most, if not all, workers to be fully vaccinated against COVID-19. Because of this federal mandate, Dataminr is requiring that all prospective employees hired for this position present proof that they are fully vaccinated against COVID-19 prior to their first day of employment.""
Dataminr is an equal opportunity employer. Candidates who are unable to be vaccinated due to a sincerely held religious belief or medical reasons should contact their recruiting representative as soon as possible following any conditional offer of employment to explore what, if any, reasonable accommodations Dataminr is able to offer."
Support Specialist,New Vision Tech,"Nyack, NY 10960",None,None,Posted30+ days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=364372193d6fdba4&fccid=3d02eb11602adddb&vjs=3,"Job Summary
Primary focus on performing end-user support at client locations.


Duties and Essential Job Functions
Provide on-site end user desktop support at multiple client locations.
Complete standard tasks as detailed in checklist.
Complete thorough CSRs on daily basis.
Maintain accurate and timely guidebooks for assigned clients.
Maintain 78% overall utilization.
Escalate issues promptly to account team.
Qualifications
1-3 years desktop administration experience.
2-4 years helpdesk or remote telephone support.
1-3 years operating systems experience (Windows OS, Mac, Unix, or Linux)
Strong knowledge of Microsoft Office applications, backup solutions, imaging solutions
Basic Systems Administration
General Hardware, printers/scanners, networking basic knowledge, mobile devices, wireless access points, troubleshooting methods
Proven ability to operate productively in a virtual office environment, delivering reliable follow-up and using off-site connectivity and wireless communications tools.
Must be highly organized and detail-oriented.
Successful at working in a team culture.
Excellent verbal and written communication skills.
Possess valid and clear drivers' license.
Internal/External Contacts
Daily interaction with variety of clients. Must refer questions or concerns outside own knowledge area to other team members in order to achieve client satisfaction.


Working Conditions
The majority of work will be performed at client locations which may vary in terms of quality of workspace. Must be able to lift, carry, and reposition all parts of user workstations, network appliances, and printers. Consecutive hours spent at a time sitting in front of computer monitor and using keyboard and mouse. Daily driving from one client location to another."
Jr. Software Developer,Housing Works,"Brooklyn, NY 11201",3.6,None,Posted25 days ago,2021-12-04,https://www.indeed.com/rc/clk?jk=e84275aaa996e67c&fccid=0bab047950c603b2&vjs=3,"Position Overview
Headquartered in Brooklyn, New York, Housing Works is the largest community-based AIDS service organization in the United States, as well as the nation’s largest minority-controlled AIDS service organization. Since our founding in 1990, we have provided lifesaving services to more than 30,000 homeless and low-income people living with HIV/AIDS in New York City. Housing Works seeks a skilled Software Developer to help execute our vision to grow, develop, and maintain software applications used within our organization. A successful candidate will have proven, relevant application development experience as well as the ability to work with potential and current users. Strong organizational skills and the ability to communicate effectively with team members, clients, and other stakeholders are essential. This position requires a positive attitude, flexibility, and the ability to take initiative to ensure that projects move forward. The ideal candidate will be a self-starter who knows is not afraid to seek guidance from colleagues and management when necessary. This position reports to the Vice President for Data & Software Applications.
Responsibilities
• Collaborating with management, departments, and customers to identify end-user requirements and specifications • Write clean, scalable code using .NET programming languages • Testing and deploying programs and applications • Revise, update, refactor and debug code • Improve existing software • Train new users on program features • Developing technical documentation to guide future software development projects • Support end user’s requests using Ticket Tracking System • Support and administration of organization software systems • Collaborate with offshore and onsite team member

Minimum Requirements
Educational Requirements
• Minimum 3 years of experience in .NET technologies, C#, ASP.NET & MS SQL • Proficient in writing complex MS SQL queries and store procedures • Proficient in HTML, JavaScript, jQuery, and CSS • Understanding of Agile methodologies • Excellent communication skills within the internal user base as well as the ability to understand and articulate requirements and specifications with external customers • Ability to efficiently complete whole tasks/projects within deadlines while paying attention to detail • Effective time management skills • BSc/BA in Computer Science, Engineering is preferred
Housing Works provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements. Housing Works complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training."
